id,sierra-system-no,referenceNumber,availabilities,title,alternativeTitles,workType,physicalDescription,genres,subjects,contributors,production.dates,production.agents,production.places,languages,description,lettering,duration,images,thumbnail.license.label,thumbnail.url,collection.url
z7eudph3,b11892237,31385i,"['Closed stores', 'Online']",Sarawak: three Lirong boys and one girl. Photographs.,,Pictures,"2 photographs : photoprints, platinum ; 14.6 x 10.3 cm","['Platinum prints', 'Photographs']","['Saraks', 'Ethnology', 'Malaysia.', 'Malaysia']",,,,,['English'],,"Lettering on mount reads ""Lirong youths; a Lirong girl""",,['k527x36x'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037455/full/300,/0/default.jpg",https://wellcomecollection.org/works/z7eudph3
qm5ew42m,b11879890,30149i,"['Closed stores', 'Online']","Kuching, Sarawak: the Public Offices. Photograph.",,Pictures,"1 photograph : photoprint, platinum ; 10.5 x 14.8 cm","['Platinum prints', 'Photographs']",['Malaysia'],,,,,['English'],,"Lettering on mount reads ""the public offices, Kuching""",,['f9pt7gsw'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037395/full/300,/0/default.jpg",https://wellcomecollection.org/works/qm5ew42m
ub6mejf8,b11879828,30142i,"['Closed stores', 'Online']","Kuching, Sarawak: the Astana, a partly castellated building. Photograph.",,Pictures,"1 photograph : photoprint, platinum ; 10.3 x 14 cm","['Platinum prints', 'Photographs']",['Malaysia'],,,,,['English'],,"Lettering on mount reads ""the Astana""",,['c8yxrsjs'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037394/full/300,/0/default.jpg",https://wellcomecollection.org/works/ub6mejf8
w7ky3e8f,b11879907,30150i,"['Closed stores', 'Online']","Kuching, Sarawak: the police station. Photograph.",,Pictures,"1 photograph : photoprint, platinum ; 10.5 x 14.8 cm","['Platinum prints', 'Photographs']",['Malaysia'],,,,,['English'],,"Lettering on mount reads ""the police station, Kuching""",,['e8tb2ged'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037396/full/300,/0/default.jpg",https://wellcomecollection.org/works/w7ky3e8f
bead7zrp,b1188924x,31085i,"['Closed stores', 'Online']",Sarawak: three men standing by the Baram River. Photograph.,,Pictures,"1 photograph : photoprint, platinum ; 10.3 x 14.6 cm","['Platinum prints', 'Photographs']","['Saraks', 'Ethnology', 'Malaysia.', 'Rivers', 'Malaysia']",,,,,['English'],,"Lettering on mount reads ""Long Asai, Baram River""",,['f6nb37j5'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037448/full/300,/0/default.jpg",https://wellcomecollection.org/works/bead7zrp
t9hgtm4m,b1188597x,30758i,"['Closed stores', 'Online']",Sarawak: a tribal village by the Tinjar River. Photograph.,,Pictures,"1 photograph : photoprint, platinum ; 10.3 x 14.6 cm","['Platinum prints', 'Photographs']","['Rivers', 'Ethnology', 'Malaysia.', 'Villages', 'Malaysia']",,,,,['English'],,"Lettering on mount reads ""a Sibop village, Tinjar River""",,['sw9jyjs2'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037443/full/300,/0/default.jpg",https://wellcomecollection.org/works/t9hgtm4m
d7mgbp8y,b11894672,31629i,"['Closed stores', 'Online']",Sarawak: a Land Dayak chief. Photograph.,,Pictures,"1 photograph : photoprint, platinum ; 14.6 x 10.3 cm","['Platinum prints', 'Photographs']","['Ethnology', 'Malaysia.', 'Dayak (Bornean people)', 'Malaysia']",,,,,['English'],,"Lettering on mount reads ""a Land Dayak chief, Upper Sadong River""",,['qfku86sc'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037472/full/300,/0/default.jpg",https://wellcomecollection.org/works/d7mgbp8y
eq8g7ayn,b11879932,30153i,"['Closed stores', 'Online']","Kuching, Sarawak: the museum building. Photograph.",,Pictures,"1 photograph : photoprint, platinum ; 10.5 x 14.8 cm","['Platinum prints', 'Photographs']","['Museums', 'Malaysia']",,,,,['English'],,"Lettering on mount reads ""the museum, Kuching""",,['w7pnjkys'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037397/full/300,/0/default.jpg",https://wellcomecollection.org/works/eq8g7ayn
my9ybj4m,b11885531,30714i,"['Closed stores', 'Online']",Sarawak: the Rejang River at the head of the Great Rapid. Photograph.,,Pictures,"1 photograph : photoprint, platinum ; 10.3 x 14.6 cm","['Platinum prints', 'Photographs']","['Rivers', 'Malaysia']",,,,,['English'],,"Lettering on mount reads ""head of the Great Rapid in the Rejang River""",,['nf9un6cu'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037438/full/300,/0/default.jpg",https://wellcomecollection.org/works/my9ybj4m
rhnsvagn,b11885312,30692i,"['Closed stores', 'Online']",Sarawak: the Dapoi River. Photograph.,,Pictures,"1 photograph : photoprint, platinum ; 10.3 x 14.6 cm","['Platinum prints', 'Photographs']","['Rivers', 'Malaysia']",,,,,['English'],,"Lettering on mount reads ""Dapoi River, Baram District""",,['pbt23459'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037436/full/300,/0/default.jpg",https://wellcomecollection.org/works/rhnsvagn
yu2dcsxy,b11889901,31151i,"['Closed stores', 'Online']","Sarawak: musicians playing on a nose flute, a stringed instrument and gongs. Photograph.",,Pictures,"2 photographs : photoprints, platinum ; 10.3 x 14.6 cm","['Platinum prints', 'Photographs']","['Saraks', 'Ethnology', 'Malaysia.', 'Musical instruments', 'Malaysia.', 'Tam-tam', 'Flute', 'Musicians', 'Malaysia']",,,,,['English'],,"Lettering on mount reads ""Siduans playing on the nose flute and on a primitive stringed instrument (Busoi); Malay playing on gongs (Kromong)""",,['zgj85dzu'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037452/full/300,/0/default.jpg",https://wellcomecollection.org/works/yu2dcsxy
fuyyey83,b11885634,30724i,['Closed stores'],Sarawak: a Sea Dayak chief (left) and Kelamantan man of the Baram district (right). Photographs.,,Pictures,"2 photographs : photoprints, platinum ; 14.6 x 10.3 cm","['Platinum prints', 'Photographs']","['Saraks', 'Ethnology', 'Malaysia.', 'Dayak (Bornean people)', 'Malaysia']",,,,,['English'],,"Lettering on mount reads ""a Sea Dayak chief"" and ""a Kelamantan of the Baram""",,,,,https://wellcomecollection.org/works/fuyyey83
hqsnw2j6,b11885154,30676i,"['Closed stores', 'Online']",Sarawak: three Kayan women of the Upper Rejang region. Photograph.,,Pictures,"1 photograph : photoprint, platinum ; 14.6 x 10.3 cm","['Platinum prints', 'Photographs']","['Saraks', 'Ethnology', 'Malaysia.', 'Kayan (Bornean people)', 'Malaysia']",,,,,['English'],,"Lettering on mount reads ""Kayan women of the Upper Rejang""",,['ub34x3b6'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037432/full/300,/0/default.jpg",https://wellcomecollection.org/works/hqsnw2j6
kggkctqb,b11892961,31458i,"['Closed stores', 'Online']",Sarawak: a man placing offerings to the omen-birds on poles in the ground. Photograph.,,Pictures,"1 photograph : photoprint, platinum ; 10.3 x 14.6 cm","['Platinum prints', 'Photographs']","['Saraks', 'Ethnology', 'Malaysia.', 'Manners and customs', 'Malaysia']",,,,,['English'],,"Lettering on mount reads ""offerings to the omen-birds""",,['yfv7dz9d'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037466/full/300,/0/default.jpg",https://wellcomecollection.org/works/kggkctqb
mhwvx3p4,b11884721,30632i,"['Closed stores', 'Online']",Sarawak: a Sea Dayak woman. Photograph.,,Pictures,"1 photograph : photoprint, platinum ; 14.6 x 10.3 cm","['Platinum prints', 'Photographs']","['Saraks', 'Ethnology', 'Malaysia.', 'Dayak (Bornean people)', 'Malaysia']",,,,,['English'],,"Lettering on mount reads ""Sea Dayak woman""",,['rnunjk43'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037428/full/300,/0/default.jpg",https://wellcomecollection.org/works/mhwvx3p4
sdvffdgw,b11884848,30644i,"['Closed stores', 'Online']",Sarawak: Sea Dayaks with weapons and head-dresses. Photograph.,,Pictures,"1 photograph : photoprint, platinum ; 10.3 x 14.6 cm","['Platinum prints', 'Photographs']","['Saraks', 'Ethnology', 'Malaysia.', 'Dayak (Bornean people)', 'Malaysia']",,,,,['English'],,"Lettering on mount reads ""Sea Dayaks""",,['gs2dzdxe'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037431/full/300,/0/default.jpg",https://wellcomecollection.org/works/sdvffdgw
thvkwv3e,b11894660,31628i,"['Closed stores', 'Online']",Sarawak: a group of Long Sibatu Kenyah people. Photograph.,,Pictures,"1 photograph : photoprint, platinum ; 10.3 x 14.6 cm","['Platinum prints', 'Photographs']","['Ethnology', 'Malaysia.', 'Kenyah (Southeast Asian people)', 'Malaysia']",,,,,['English'],,"Lettering on mount reads ""Long Sibatu Kenyahs""",,['ka5wur2u'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037471/full/300,/0/default.jpg",https://wellcomecollection.org/works/thvkwv3e
ez5wzk8e,b11880181,30178i,"['Closed stores', 'Online']",Sarawak: a line-up of armed Sarawak Rangers. Photograph.,,Pictures,"1 photograph : photoprint, platinum ; 10.5 x 14.8 cm","['Platinum prints', 'Photographs']","['Soldiers', 'Weapons', 'Armor', 'Armies', 'Malaysia', 'Malaysia. Tentera Darat']",,,,,['English'],,"Lettering on mount reads ""the Sarawak Rangers""",,['cwqzwt53'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037401/full/300,/0/default.jpg",https://wellcomecollection.org/works/ez5wzk8e
kdsb593j,b11884071,30567i,"['Closed stores', 'Online']","Sarawak: Tama Bulan, a Kenyah chief. Photograph.",,Pictures,"1 photograph : photoprint, platinum ; 14.6 x 10.3 cm","['Portrait photographs', 'Platinum prints', 'Photographs']","['Saraks', 'Ethnology', 'Malaysia.', 'Kenyah (Southeast Asian people)', 'Malaysia']",,,,,['English'],,"Lettering on mount reads ""Tama Bulan, a Kenyah chief""",,['dbmabjxu'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037418/full/300,/0/default.jpg",https://wellcomecollection.org/works/kdsb593j
ugfpe3gf,b11894805,31642i,"['Closed stores', 'Online']",Sarawak: beehives hanging in a Sea Dayak's house. Photograph.,,Pictures,"1 photograph : photoprint, platinum ; 10.3 x 14.6 cm","['Platinum prints', 'Photographs']","['Saraks', 'Ethnology', 'Malaysia.', 'Beehives', 'Dayak (Bornean people)', 'Malaysia']",,,,,['English'],,"Lettering on mount reads ""beehives in a Sea Dayak's house""",,['u3q4b3m3'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037474/full/300,/0/default.jpg",https://wellcomecollection.org/works/ugfpe3gf
yett9h83,b11884514,30611i,"['Closed stores', 'Online']",Sarawak: three Kalabit women. Photograph.,,Pictures,"1 photograph : photoprint, platinum ; 10.3 x 14.6 cm","['Platinum prints', 'Photographs']","['Saraks', 'Ethnology', 'Malaysia.', 'Kelabit (Southeast Asian people)', 'Malaysia']",,,,,['English'],,"Lettering on mount reads ""Kalabit women""",,['tx27v3zn'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037427/full/300,/0/default.jpg",https://wellcomecollection.org/works/yett9h83
zckh74ds,b11889299,31090i,"['Closed stores', 'Online']",Sarawak: two tribal chiefs and a Kenyah man. Photograph.,,Pictures,"3 photographs : photoprints, platinum ; 14.6 x 10.3 cm","['Platinum prints', 'Photographs']","['Saraks', 'Ethnology', 'Malaysia.', 'Kenyah (Southeast Asian people)', 'Malaysia']",,,,,['English'],,"Lettering on mount reads ""Aban Deng, a Long Wat chief; Jama, a Sibop chief; Kenyah of the Long Sibatu tribe""",,['wz3ghreg'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037449/full/300,/0/default.jpg",https://wellcomecollection.org/works/zckh74ds
e8rvb7u3,b11885300,30691i,"['Closed stores', 'Online']",Sarawak: falls on the Baram River. Photograph.,,Pictures,"1 photograph : photoprint, platinum ; 14.6 x 10.3 cm","['Platinum prints', 'Photographs']","['Rivers', 'Waterfalls', 'Malaysia']",,,,,['English'],,"Lettering on mount reads ""MacDougall Falls, 380 miles up the Baram River""",,['dgxpwncz'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037435/full/300,/0/default.jpg",https://wellcomecollection.org/works/e8rvb7u3
eyg83ekt,b11892134,31375i,"['Closed stores', 'Online']",Sarawak: exterior view of the Baram Fort. Photograph.,,Pictures,"1 photograph : photoprint, platinum ; 10.3 x 14.6 cm","['Platinum prints', 'Photographs']","['Saraks', 'Fortification', 'Malaysia']",,,,,['English'],,"Lettering on mount reads ""Baram Fort""",,['u55ratua'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037453/full/300,/0/default.jpg",https://wellcomecollection.org/works/eyg83ekt
k5zkkea3,b11895111,31673i,"['Closed stores', 'Online']",Sarawak: a captive owl (Photodilus badius). Photograph.,,Pictures,"1 photograph : photoprint, platinum ; 7.6 x 9.8 cm","['Platinum prints', 'Photographs']","['Birds', 'Owls', 'Malaysia']",,,,,['English'],,"Lettering on mount reads ""Photodilus badius""",,['ss9paf9r'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037480/full/300,/0/default.jpg",https://wellcomecollection.org/works/k5zkkea3
ueudd9bn,b21249349,,['Online'],Malayan black magic (Ilmu Sihir) charm intended to curse its recipient with a fatal illness.,,Digital Images,,,"['Witchcraft', '19th century', 'Malaya']",,1800-1899,,['Malaysia'],,"<p>Malayan black magic (Ilmu Sihir) charm intended to curse its recipient with a fatal illness. The Arabic letters surrounding the human figure are incantations and spells written in the language of Djinns and Syaitan (demonic spirits). from the Hervey Collection of Malay manuscripts, 19th century.  Wellcome Library no.: Wellcome MS Malayan 2E.</p>",,,['xpvdbp5j'],Attribution 4.0 International (CC BY 4.0),"https://iiif.wellcomecollection.org/thumbs/b21249349_L0035007.JP2/full/!200,200/0/default.jpg",https://wellcomecollection.org/works/ueudd9bn
ca75cj76,b11880284,30188i,"['Closed stores', 'Online']",Sarawak: two Kenyah people boring a blowpipe. Photograph.,,Pictures,"1 photograph : photoprint, platinum ; 14.6 x 10.3 cm","['Platinum prints', 'Photographs']","['Kenyah (Southeast Asian people)', 'Saraks', 'Ethnology', 'Malaysia.', 'Blowguns', 'Malaysia']",,,,,['English'],,"Lettering on mount reads ""Kenyahs boring a blowpipe""",,['kvjrkqxp'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037402/full/300,/0/default.jpg",https://wellcomecollection.org/works/ca75cj76
ehzaazgk,b11883418,30501i,"['Closed stores', 'Online']",Sarawak: two Sea Dayaks at a cockfight. Photograph.,,Pictures,"1 photograph : photoprint, platinum ; 10.3 x 14.6 cm","['Platinum prints', 'Photographs']","['Saraks', 'Ethnology', 'Malaysia.', 'Chickens', 'Cockfighting', 'Dayak (Bornean people)', 'Malaysia']",,,,,['English'],,"Lettering on mount reads ""Sea Dayaks cock fighting""",,['jg9wzhrj'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037413/full/300,/0/default.jpg",https://wellcomecollection.org/works/ehzaazgk
hwykz4q8,b11883066,30466i,"['Closed stores', 'Online']",Sarawak: a Kalabit smithy. Photograph.,,Pictures,"1 photograph : photoprint, platinum ; 10.3 x 14.6 cm","['Platinum prints', 'Photographs']","['Saraks', 'Ethnology', 'Malaysia.', 'Blacksmiths', 'Kelabit (Southeast Asian people)', 'Malaysia']",,,,,['English'],,"Lettering on mount reads ""a Kalabit smithy""",,['rvbcez9a'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037410/full/300,/0/default.jpg",https://wellcomecollection.org/works/hwykz4q8
hzn8mkfa,b11880302,30190i,"['Closed stores', 'Online']",Sarawak: a Kenyah worker cutting a blowpipe from a block of wood. Photograph.,,Pictures,"1 photograph : photoprint, platinum ; 10.3 x 14.6","['Platinum prints', 'Photographs']","['Kenyah (Southeast Asian people)', 'Saraks', 'Ethnology', 'Malaysia.', 'Blowguns', 'Malaysia']",,,,,['English'],,"Lettering on mount reads ""rough hewing a blowpipe from a block of wood""",,['f3pauqbu'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037403EL/full/300,/0/default.jpg",https://wellcomecollection.org/works/hzn8mkfa
np73c7g5,b11882700,30430i,"['Closed stores', 'Online']",Sarawak: two Kenyah women husking rice. Photograph.,,Pictures,"1 photograph : photoprint, platinum ; 14.6 x 10.3 cm","['Platinum prints', 'Photographs']","['Kenyah (Southeast Asian people)', 'Saraks', 'Ethnology', 'Malaysia.', 'Rice', 'Malaysia']",,,,,['English'],,"Lettering on mount reads ""Kenyah women husking rice""",,['x9g299gk'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037409/full/300,/0/default.jpg",https://wellcomecollection.org/works/np73c7g5
uxynse9t,b11882694,30429i,"['Closed stores', 'Online']",Sarawak: two Kenyah people consulting a sundial. Photograph.,,Pictures,"1 photograph : photoprint, platinum ; 14.6 x 10.3 cm","['Platinum prints', 'Photographs']","['Kenyah (Southeast Asian people)', 'Saraks', 'Ethnology', 'Malaysia.', 'Sundials', 'Malaysia']",,,,,['English'],,"Lettering on mount reads ""Kenyahs consulting the sundial""",,['vh7kvsdm'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037408/full/300,/0/default.jpg",https://wellcomecollection.org/works/uxynse9t
wq66ctej,b11880326,30192i,"['Closed stores', 'Online']",Sarawak: a Kenyah worker testing the bore of a blowpipe. Photograph.,,Pictures,"1 photograph : photoprint, platinum ; 10.3 x 14.6","['Platinum prints', 'Photographs']","['Kenyah (Southeast Asian people)', 'Saraks', 'Ethnology', 'Malaysia.', 'Blowguns', 'Malaysia']",,,,,['English'],,"Lettering on mount reads ""testing the bore of a blowpipe""",,['v3un6kcw'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037403ER/full/300,/0/default.jpg",https://wellcomecollection.org/works/wq66ctej
